name,"identifier","num_data_bytes","data","crc","ack","remote_frame"
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFC,,
"CAN",,,,0x0000000000003CCB,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFF,,
"CAN",,,0xFC,,
"CAN",,,,0x0000000000003CCB,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,,,,
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0x42,,
"CAN",,,0x7F,,
"CAN",,,0xF8,,
"CAN",,,0x24,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000006DAC,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0x42,,
"CAN",,,0x7F,,
"CAN",,,0xF7,,
"CAN",,,0xFF,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000006A04,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0x44,,
"CAN",,,0x81,,
"CAN",,,0xC8,,
"CAN",,,0x47,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000001CEC,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0x4D,,
"CAN",,,0x84,,
"CAN",,,0x88,,
"CAN",,,0x49,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000006137,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0x5C,,
"CAN",,,0x87,,
"CAN",,,0x38,,
"CAN",,,0x3F,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000002962,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0x72,,
"CAN",,,0x89,,
"CAN",,,0xE8,,
"CAN",,,0x42,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000003924,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0x8E,,
"CAN",,,0x8C,,
"CAN",,,0xB8,,
"CAN",,,0x41,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x000000000000247B,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0xAF,,
"CAN",,,0x8D,,
"CAN",,,0xE8,,
"CAN",,,0x3D,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000049F7,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3A,,
"CAN",,,0xD6,,
"CAN",,,0x90,,
"CAN",,,0x18,,
"CAN",,,0x3A,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000064C7,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3B,,
"CAN",,,0x01,,
"CAN",,,0x92,,
"CAN",,,0x98,,
"CAN",,,0x38,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000004882,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3B,,
"CAN",,,0x31,,
"CAN",,,0x94,,
"CAN",,,0xB8,,
"CAN",,,0x33,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000023D3,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3B,,
"CAN",,,0x66,,
"CAN",,,0x95,,
"CAN",,,0xF8,,
"CAN",,,0x35,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000002CDE,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3B,,
"CAN",,,0x9F,,
"CAN",,,0x98,,
"CAN",,,0x48,,
"CAN",,,0x34,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000007D7B,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3B,,
"CAN",,,0xDC,,
"CAN",,,0x98,,
"CAN",,,0x18,,
"CAN",,,0x30,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000045DF,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3C,,
"CAN",,,0x1D,,
"CAN",,,0x9A,,
"CAN",,,0x38,,
"CAN",,,0x33,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000007010,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3C,,
"CAN",,,0x61,,
"CAN",,,0x9C,,
"CAN",,,0x38,,
"CAN",,,0x30,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000002452,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3C,,
"CAN",,,0xA9,,
"CAN",,,0x9D,,
"CAN",,,0x08,,
"CAN",,,0x2F,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000044BB,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3C,,
"CAN",,,0xF3,,
"CAN",,,0x9E,,
"CAN",,,0xB8,,
"CAN",,,0x2C,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000006AAD,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3D,,
"CAN",,,0x41,,
"CAN",,,0xA0,,
"CAN",,,0xC8,,
"CAN",,,0x2C,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000073F4,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3D,,
"CAN",,,0x92,,
"CAN",,,0x9F,,
"CAN",,,0x78,,
"CAN",,,0x2B,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000006B56,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3D,,
"CAN",,,0xE5,,
"CAN",,,0xA2,,
"CAN",,,0xA8,,
"CAN",,,0x29,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000060F5,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3E,,
"CAN",,,0x3A,,
"CAN",,,0xA1,,
"CAN",,,0x58,,
"CAN",,,0x2B,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x000000000000476F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3E,,
"CAN",,,0x92,,
"CAN",,,0xA2,,
"CAN",,,0xF8,,
"CAN",,,0x2A,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000001EA3,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3E,,
"CAN",,,0xEC,,
"CAN",,,0xA4,,
"CAN",,,0x98,,
"CAN",,,0x2E,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000007D79,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3F,,
"CAN",,,0x47,,
"CAN",,,0xA4,,
"CAN",,,0xC8,,
"CAN",,,0x2D,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000007AE1,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x3F,,
"CAN",,,0xA5,,
"CAN",,,0xA6,,
"CAN",,,0x48,,
"CAN",,,0x28,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000002701,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x40,,
"CAN",,,0x05,,
"CAN",,,0xA7,,
"CAN",,,0xB8,,
"CAN",,,0x26,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x000000000000077F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x40,,
"CAN",,,0x66,,
"CAN",,,0xA8,,
"CAN",,,0xE8,,
"CAN",,,0x2C,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x000000000000443F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x40,,
"CAN",,,0xC8,,
"CAN",,,0xA6,,
"CAN",,,0xE8,,
"CAN",,,0x26,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x0000000000003AB4,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x41,,
"CAN",,,0x2C,,
"CAN",,,0xA7,,
"CAN",,,0xD8,,
"CAN",,,0x28,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x000000000000652F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x41,,
"CAN",,,0x91,,
"CAN",,,0xA9,,
"CAN",,,0x78,,
"CAN",,,0x1F,,
"CAN",,,0x42,,
"CAN",,,0x00,,
"CAN",,,,0x00000000000067FC,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x7F,,
"CAN",,,0xFF,,
"CAN",,,0x87,,
"CAN",,,0xF0,,
"CAN",,,0x00,,
"CAN",,,0x3D,,
"CAN",,,0x68,,
"CAN",,,0x4A,,
"CAN",,,,0x000000000000001F,
"CAN",,,,,true
"CAN",0x0000000000000017,,,,
"CAN",,0x0000000000000008,,,
"CAN",,,0x17,,
"CAN",,,0x41,,
"CAN",,,0xF7,,
"CAN",,,0xAA,,
"CAN",,,0xE8,,
"CAN",,,0x2A,,
"CAN",,,0x42,,
